COD_MUN_IBGE,NOME,UF,POP_201,IDHM_10,PIB_PER
3121308,DESCOBERTO,MG,4804,0.68,10047
3132602,ITAMARATI DE MINAS,MG,4123,0.688,20677
3169901,UBA,MG,104004,0.724,13565
3156304,RODEIRO,MG,7093,0.668,18777
3122900,DONA EUZEBIA,MG,6098,0.701,7142
3128808,GUIDOVAL,MG,7164,0.683,8387
3172004,VISCONDE DO RIO BRANCO,MG,38749,0.709,15261
3129004,GUIRICEMA,MG,8624,0.674,7640
3142205,MIRAI,MG,14009,0.68,8521
3148301,PAULA CANDIDO,MG,9307,0.637,5890
3161502,SAO GERALDO,MG,10648,0.651,7372
3158409,SANTANA DE CATAGUASES,MG,3662,0.694,6118
3140308,MARLIERIA,MG,4008,0.657,6085
3150539,PINGO D AGUA,MG,4511,0.619,6176
3107802,BOM JESUS DO GALHO,MG,15242,0.623,5806
3168705,TIMOTEO,MG,82718,0.77,26405
3113404,CARATINGA,MG,86364,0.706,10542
3106309,BELO ORIENTE,MG,23984,0.686,27387
3131158,IPABA,MG,17037,0.665,4235
3109253,BUGRE,MG,3999,0.627,5306
3170578,VARGEM ALEGRE,MG,6449,0.631,6517
3123858,ENTRE FOLHAS,MG,5194,0.634,5414
3159357,SANTA RITA DE MINAS,MG,6661,0.613,9040
3157252,SANTA BARBARA DO LESTE,MG,7754,0.613,5876
3130903,INHAPIM,MG,24204,0.658,6773
3131208,IPANEMA,MG,18455,0.693,7107
3129301,IAPU,MG,10406,0.654,5435
3150158,PIEDADE DE CARATINGA,MG,7377,0.612,6093
3170057,UBAPORANGA,MG,12095,0.614,5989
3130556,IMBE DE MINAS,MG,6502,0.553,6511
3168408,TARUMIRIM,MG,14264,0.633,6173
3102209,ALVARENGA,MG,4329,0.592,5788
3151909,POCRANE,MG,8856,0.626,6497
3160959,SAO DOMINGOS DAS DORES,MG,5441,0.638,6823
3164472,SAO SEBASTIAO DO ANTA,MG,5884,0.607,6522
3144359,NAQUE,MG,6453,0.675,5193
3167707,SOBRALIA,MG,5762,0.631,6149
3162609,SAO JOAO DO ORIENTE,MG,7781,0.648,6807
3149952,PERIQUITO,MG,6975,0.651,6448
3161601,SAO GERALDO DA PIEDADE,MG,4295,0.6,5998
3122504,DOM CAVATI,MG,5170,0.688,6120
3123700,ENGENHEIRO CALDAS,MG,10421,0.644,6271
3125804,FERNANDES TOURINHO,MG,3101,0.646,7235
3101805,ALPERCATA,MG,7204,0.646,6517
3133204,ITANHOMI,MG,11899,0.65,6178
3141009,MATO VERDE,MG,12609,0.662,5252
3121001,DATAS,MG,5237,0.616,5244
3153301,PRESIDENTE KUBITSCHEK,MG,2961,0.595,5137
3514924,ELISIARIO,SP,3202,0.747,15067
3528858,MARAPOAMA,SP,2693,0.752,30989
3511201,CATIGUA,SP,7214,0.751,13299
3522703,ITAPOLIS,SP,40399,0.744,20328
3545605,SANTA ADELIA,SP,14467,0.76,15171
3515608,FERNANDO PRESTES,SP,5550,0.758,19405
3538105,PINDORAMA,SP,15331,0.737,15346
3521903,ITAJOBI,SP,14606,0.73,17459
3503703,ARIRANHA,SP,8709,0.733,108967
3533254,NOVAIS,SP,4799,0.719,8983
3539004,PIRANGI,SP,10712,0.756,13979
3535101,PALMARES PAULISTA,SP,11312,0.722,7207
3531308,MONTE ALTO,SP,47100,0.768,21746
3516853,GAVIAO PEIXOTO,SP,4464,0.719,117542
3532900,NOVA EUROPA,SP,9601,0.765,16542
3506706,BOA ESPERANCA DO SUL,SP,13807,0.681,12444
3519600,IBITINGA,SP,54146,0.747,15165
3552700,TABATINGA,SP,14943,0.704,12475
3542909,RIBEIRAO BONITO,SP,12270,0.712,12194
3554755,TRABIJU,SP,1569,0.722,16172
3514304,DOURADO,SP,8610,0.738,14919
3505203,BARIRI,SP,32102,0.75,18625
3503208,ARARAQUARA,SP,212617,0.815,23472
3532058,MOTUCA,SP,4354,0.741,14688
3529302,MATAO,SP,77546,0.773,76306
3514007,DOBRADA,SP,8080,0.718,8760
3553708,TAQUARITINGA,SP,54279,0.748,14425
3518602,GUARIBA,SP,36151,0.719,16316
3510104,CANDIDO RODRIGUES,SP,2677,0.789,20578
3524303,JABOTICABAL,SP,72305,0.778,23354
3553104,TAIACU,SP,5936,0.71,13405
3556909,VISTA ALEGRE DO ALTO,SP,7208,0.744,24267
3553203,TAIUVA,SP,5439,0.76,13075
3546504,SANTA ERNESTINA,SP,5542,0.738,9105
3553658,TAQUARAL,SP,2727,0.759,15792
3539509,PITANGUEIRAS,SP,35934,0.723,15952
3505609,BARRINHA,SP,29144,0.725,11448
3540903,PRADOPOLIS,SP,18052,0.733,36764
3520301,IGUAPE,SP,29055,0.726,9917
3520426,ILHA COMPRIDA,SP,9376,0.725,11612
3509254,CAJATI,SP,28243,0.694,18490
3542602,REGISTRO,SP,54338,0.754,16119
3536208,PARIQUERA ACU,SP,18567,0.736,10439
4112801,JOAQUIM TAVORA,PR,10899,0.7,17888
4126603,SIQUEIRA CAMPOS,PR,18825,0.704,11977
4121802,RIBEIRAO CLARO,PR,10645,0.716,14069
4104709,CARLOPOLIS,PR,13767,0.713,11013
3543501,RIVERSUL,SP,6008,0.664,7765
4124004,SANTANA DO ITARARE,PR,5191,0.687,10892
4122909,SALTO DO ITARARE,PR,5122,0.704,8332
3505005,BARAO DE ANTONINA,SP,3165,0.711,9863
3522802,ITAPORANGA,SP,14579,0.719,9589
3512605,CORONEL MACEDO,SP,4913,0.69,14147
3515400,FARTURA,SP,15367,0.732,13567
3551207,SARUTAIA,SP,3605,0.688,9322
3553005,TAGUAI,SP,11336,0.709,15617
3542800,RIBEIRA,SP,3336,0.698,7098
4100202,ADRIANOPOLIS,PR,6281,0.667,13411
4127882,TUNAS DO PARANA,PR,6656,0.611,7880
3522158,ITAOCA,SP,3229,0.68,7256
3202256,GOVERNADOR LINDENBERG,ES,11106,0.694,8642
3203353,MARILANDIA,ES,11286,0.696,12882
3203205,LINHARES,ES,145639,0.724,19188
3200136,AGUIA BRANCA,ES,9507,0.678,11244
3204005,PANCAS,ES,21722,0.667,6548
3204658,SAO DOMINGOS DO NORTE,ES,8070,0.682,11728
3201506,COLATINA,ES,113054,0.746,16410
3204708,SAO GABRIEL DA PALHA,ES,32655,0.709,9438
3204351,RIO BANANAL,ES,17713,0.681,10960
3205176,VILA VALERIO,ES,13824,0.675,14049
3200607,ARACRUZ,ES,84429,0.752,34712
3205010,SOORETAMA,ES,24685,0.662,13492
3203056,JAGUARE,ES,25454,0.678,16019
3171501,MATHIAS LOBATO,MG,3329,0.612,6200
3161056,SAO FELIX DE MINAS,MG,3372,0.62,7053
3141504,MENDES PIMENTEL,MG,6338,0.626,6913
3115706,CENTRAL DE MINAS,MG,6806,0.665,6227
3163300,SAO JOSE DO DIVINO,MG,3830,0.658,7126
3150000,PESCADOR,MG,4142,0.656,7452
3110806,CAMPANARIO,MG,3586,0.616,8340
3126802,FREI GASPAR,MG,5865,0.59,6237
3104700,ATALEIA,MG,14109,0.588,6254
3139607,MANTENA,MG,27148,0.675,7908
3203304,MANTENOPOLIS,ES,13826,0.657,6418
3131802,ITABIRINHA,MG,10826,0.653,5425
3162575,SAO JOAO DO MANTENINHA,MG,5307,0.64,6396
3200169,AGUA DOCE DO NORTE,ES,11624,0.652,7272
3144672,NOVA BELEM,MG,3617,0.592,7384
3146206,OURO VERDE DE MINAS,MG,5985,0.595,5209
3116001,CHALE,MG,5643,0.655,6423
3123528,DURANDE,MG,7487,0.645,8083
3137700,LAJINHA,MG,19622,0.661,9593
3203007,IUNA,ES,27512,0.666,8514
3158904,SANTANA DO MANHUACU,MG,8579,0.621,7085
3163607,SAO JOSE DO MANTIMENTO,MG,2625,0.657,7384
3117405,CONCEICAO DE IPANEMA,MG,4468,0.676,6390
3202652,IRUPI,ES,11930,0.637,8994
3202454,IBATIBA,ES,22843,0.647,8440
3201159,BREJETUBA,ES,11950,0.656,11224
3203700,MUNIZ FREIRE,ES,18202,0.645,8851
3201704,CONCEICAO DO CASTELO,ES,11798,0.67,9495
3201407,CASTELO,ES,35048,0.726,10968
3200201,ALEGRE,ES,30626,0.721,7958
3106408,BELO VALE,MG,7553,0.655,7289
3203403,MIMOSO DO SUL,ES,25858,0.67,9684
3203809,MUQUI,ES,14506,0.694,6998
3203106,JERONIMO MONTEIRO,ES,10984,0.698,7216
3201209,CACHOEIRO DE ITAPEMIRIM,ES,192156,0.746,14224
3200706,ATILIO VIVACQUA,ES,10080,0.708,11919
3202801,ITAPEMIRIM,ES,31421,0.654,26014
3204302,PRESIDENTE KENNEDY,ES,10429,0.657,155825
3205036,VARGEM ALTA,ES,19395,0.663,10652
3201902,DOMINGOS MARTINS,ES,32042,0.669,10589
3204203,PIUMA,ES,18597,0.727,10629
3204401,RIO NOVO DO SUL,ES,11334,0.711,8873
3200300,ALFREDO CHAVES,ES,14007,0.71,11465
3202603,ICONHA,ES,12681,0.729,12879
3200102,AFONSO CLAUDIO,ES,30919,0.667,7855
3205069,VENDA NOVA DO IMIGRANTE,ES,21094,0.728,14521
3101102,AIMORES,MG,24937,0.684,10398
3203163,LARANJA DA TERRA,ES,10810,0.656,7494
3202900,ITARANA,ES,10799,0.684,9540
3204559,SANTA MARIA DE JETIBA,ES,34992,0.671,16561
3168051,TAPARUBA,MG,3124,0.645,6986
3118403,CONSELHEIRO PENA,MG,22319,0.662,8283
3159506,SANTA RITA DO ITUETO,MG,5643,0.607,9625
3112653,CAPITAO ANDRADE,MG,5019,0.624,6061
3154309,RESPLENDOR,MG,17107,0.67,10268
3134103,ITUETA,MG,5859,0.635,8544
3143906,MURIAE,MG,102074,0.734,10713
3164431,SAO SEBASTIAO DA VARGEM ALEGRE,MG,2832,0.66,10182
3124005,ERVALIA,MG,18087,0.625,8468
3156452,ROSARIO DA LIMEIRA,MG,4305,0.662,6249
3304706,SANTO ANTONIO DE PADUA,RJ,40876,0.718,13656
3302106,ITAOCARA,RJ,22884,0.713,11270
3146701,PALMA,MG,6543,0.703,7194
3304805,SAO FIDELIS,RJ,37657,0.691,11392
3300902,CAMBUCI,RJ,14851,0.691,10809
3300159,APERIBE,RJ,10545,0.692,8946
3303005,MIRACEMA,RJ,26810,0.713,9592
3305133,SAO JOSE DE UBA,RJ,7093,0.652,10535
3105509,BARAO DE MONTE ALTO,MG,5643,0.649,6532
3148202,PATROCINIO DO MURIAE,MG,5352,0.682,8425
3302304,LAJE DO MURIAE,RJ,7424,0.668,10274
3171402,VIEIRAS,MG,3698,0.668,8375
3124906,EUGENOPOLIS,MG,10657,0.675,6855
3302205,ITAPERUNA,RJ,97219,0.73,14690
3103108,ANTONIO PRADO DE MINAS,MG,1653,0.684,8819
3303104,NATIVIDADE,RJ,15076,0.73,10221
3126109,FORMIGA,MG,65464,0.755,12582
3128105,GUAPE,MG,13911,0.679,8983
3120201,CRISTAIS,MG,11553,0.692,10670
3107109,BOA ESPERANCA,MG,38734,0.704,13120
3130507,ILICINEA,MG,11633,0.68,9379
3146503,PAINS,MG,8047,0.728,24575
3150505,PIMENTA,MG,8299,0.686,13079
3151503,PIUMHI,MG,32352,0.737,18847
3130309,IGUATAMA,MG,7993,0.707,28549
3123403,DORESOPOLIS,MG,1454,0.692,12553
3138807,LUZ,MG,17585,0.724,16018
3105103,BAMBUI,MG,22891,0.741,12948
3104205,ARCOS,MG,37188,0.749,17355
3119955,CORREGO FUNDO,MG,5883,0.678,17472
3112000,CANDEIAS,MG,14616,0.678,10363
3111200,CAMPO BELO,MG,51900,0.711,9638
3100807,AGUANIL,MG,4129,0.663,8064
3302056,ITALVA,RJ,14281,0.688,9576
3301157,CARDOSO MOREIRA,RJ,12601,0.648,9537
3300605,BOM JESUS DO ITABAPOANA,RJ,35677,0.732,11495
3306156,VARRE SAI,RJ,9720,0.659,10100
3201100,BOM JESUS DO NORTE,ES,9514,0.734,8048
3204807,SAO JOSE DO CALCADO,ES,10397,0.688,7930
3200508,APIACA,ES,7497,0.673,6782
3304755,SAO FRANCISCO DE ITABAPOANA,RJ,41386,0.639,14903
3305000,SAO JOAO DA BARRA,RJ,33512,0.671,106348
3203320,MARATAIZES,ES,34675,0.696,13811
3202306,GUACUI,ES,28208,0.703,8564
3200359,ALTO RIO NOVO,ES,7371,0.664,7411
3110103,CAIANA,MG,5059,0.633,10855
3202009,DORES DO RIO PRETO,ES,6429,0.654,8336
3304102,PORCIUNCULA,RJ,18034,0.697,10588
3102050,ALTO CAPARAO,MG,5392,0.661,8411
3202553,IBITIRAMA,ES,8919,0.622,8555
3201803,DIVINO DE SAO LOURENCO,ES,4471,0.632,8155
3140530,MARTINS SOARES,MG,7398,0.635,13312
3139508,MANHUMIRIM,MG,21587,0.697,13032
3154150,REDUTO,MG,6667,0.629,8331
3167608,SIMONESIA,MG,18513,0.632,6869
3116704,COIMBRA,MG,7135,0.669,10783
3163805,SAO MIGUEL DO ANTA,MG,6778,0.644,7017
3171303,VICOSA,MG,73333,0.775,9597
3110202,CAJURI,MG,4026,0.617,9225
3148806,PEDRA DO ANTA,MG,3361,0.624,5459
3168507,TEIXEIRAS,MG,11387,0.675,6468
3145851,ORATORIOS,MG,4514,0.637,7505
3102506,AMPARO DO SERRA,MG,4910,0.641,5288
3135506,JEQUERI,MG,12726,0.601,6134
3142106,MIRADOURO,MG,10324,0.663,9422
3111705,CANAA,MG,4604,0.649,7968
3103702,ARAPONGA,MG,8188,0.536,6015
3166303,SERICITA,MG,7149,0.56,5699
3125952,FERVEDOURO,MG,10452,0.58,5797
3170503,URUCANIA,MG,10279,0.633,10849
3152105,PONTE NOVA,MG,57706,0.717,13768
3157401,SANTA CRUZ DO ESCALVADO,MG,4934,0.625,7380
3155009,RIO DOCE,MG,2488,0.664,6993
3160108,SANTO ANTONIO DO GRAMA,MG,4041,0.633,7369
3154903,RIO CASCA,MG,14042,0.65,8338
3150208,PIEDADE DE PONTE NOVA,MG,4067,0.639,7460
3161007,SAO DOMINGOS DO PRATA,MG,17314,0.69,7299
3122702,DOM SILVERIO,MG,5192,0.709,8510
3165560,SEM PEIXE,MG,2799,0.654,6442
3105707,BARRA LONGA,MG,5930,0.624,6696
3100302,ABRE CAMPO,MG,13306,0.654,8018
3163409,SAO JOSE DO GOIABAL,MG,5580,0.666,6754
3164001,SAO PEDRO DOS FERROS,MG,8223,0.659,9566
3121803,DIONISIO,MG,8520,0.702,6183
3154002,RAUL SOARES,MG,23748,0.655,7006
3161403,SAO FRANCISCO DO GLORIA,MG,5100,0.663,6891
3149002,PEDRA DOURADA,MG,2247,0.655,7627
3113305,CARANGOLA,MG,32353,0.695,8345
3122009,DIVINO,MG,19241,0.605,6606
3148756,PEDRA BONITA,MG,6739,0.573,7150
3157906,SANTA MARGARIDA,MG,15207,0.61,9636
3162559,SAO JOAO DO MANHUACU,MG,10476,0.65,9839
3145877,ORIZANIA,MG,7409,0.562,4840
3169208,TOMBOS,MG,9218,0.718,7145
3125309,FARIA LEMOS,MG,3342,0.687,9116
3112109,CAPARAO,MG,5241,0.624,12130
3153509,ALTO JEQUITIBA,MG,8297,0.66,13268
3112901,CAPUTIRA,MG,9060,0.615,6099
3140902,MATIPO,MG,17843,0.631,12526
3139409,MANHUACU,MG,81455,0.689,14103
3171154,VERMELHO NOVO,MG,4707,0.612,7136
3138674,LUISBURGO,MG,6225,0.608,9467
3144706,NOVA ERA,MG,17494,0.709,15321
3103009,ANTONIO DIAS,MG,9493,0.645,8028
3135001,JAGUARACU,MG,3011,0.679,15299
3119401,CORONEL FABRICIANO,MG,104637,0.755,7950
3120003,CORREGO NOVO,MG,3050,0.632,8455
3131307,IPATINGA,MG,243541,0.771,30905
3136108,JOANESIA,MG,5246,0.626,9008
3141702,MESQUITA,MG,5963,0.656,4950
3158953,SANTANA DO PARAISO,MG,28641,0.685,8662
3123106,DORES DE GUANHAES,MG,5200,0.636,7723
3125903,FERROS,MG,10612,0.603,6668
3108800,BRAUNAS,MG,4973,0.624,13328
3166105,SENHORA DO PORTO,MG,3494,0.565,5810
4210001,LUIZ ALVES,SC,10811,0.737,24731
4208203,ITAJAI,SC,188791,0.795,83076
4109500,GUARAQUECABA,PR,7809,0.587,11361
4207106,ILHOTA,SC,12624,0.738,13649
4211306,NAVEGANTES,SC,63764,0.736,23105
4209102,JOINVILLE,SC,526338,0.809,35854
4217402,SCHROEDER,SC,16248,0.769,15755
4210605,MASSARANDUBA,SC,14993,0.774,22314
4206504,GUARAMIRIM,SC,36640,0.751,41439
4216354,SAO JOAO DO ITAPERIU,SC,3477,0.738,17530
4202107,BARRA VELHA,SC,23422,0.738,17201
4212809,BALNEARIO PICARRAS,SC,18010,0.756,15364
4201307,ARAQUARI,SC,26875,0.703,21206
4205803,GARUVA,SC,15272,0.725,23069
4213500,PORTO BELO,SC,16896,0.76,29388
4202008,BALNEARIO CAMBORIU,SC,113319,0.845,18570
3505401,BARRA DO TURVO,SP,7672,0.641,6655
4202453,BOMBINHAS,SC,15136,0.781,15120
4212502,PENHA,SC,26268,0.743,12736
4202057,BALNEARIO BARRA DO SUL,SC,8791,0.716,11356
4216206,SAO FRANCISCO DO SUL,SC,44064,0.762,93593
4209805,LEOBERTO LEAL,SC,3309,0.686,18702
4214300,RANCHO QUEIMADO,SC,2765,0.753,16036
4219200,VIDAL RAMOS,SC,6284,0.7,19131
4207403,IMBUIA,SC,5777,0.713,17292
4211504,NOVA TRENTO,SC,12544,0.748,16585
4208807,JAGUARUNA,SC,17695,0.721,12804
4218400,TREZE DE MAIO,SC,6901,0.729,13165
4215455,SANGAO,SC,10744,0.7,15311
4220000,BALNEARIO RINCAO,SC,11136,0,0
4218707,TUBARAO,SC,98412,0.796,18452
4206207,GRAVATAL,SC,10758,0.757,8930
4203956,CAPIVARI DE BAIXO,SC,22145,0.767,14841
4207205,IMARUI,SC,11411,0.667,11244
4217105,SAO MARTINHO,SC,3200,0.742,15174
4201505,ARMAZEM,SC,7886,0.77,12077
4210209,MAJOR GERCINO,SC,3300,0.698,10869
3115904,CHACARA,MG,2856,0.664,8153
3136702,JUIZ DE FORA,MG,525225,0.778,16055
3127388,GOIANA,MG,3710,0.716,7725
3119609,CORONEL PACHECO,MG,2996,0.669,8153
3150109,PIAU,MG,2816,0.629,11876
3149507,PEQUERI,MG,3188,0.694,7927
3128501,GUARARA,MG,3894,0.652,7530
3156205,ROCHEDO DE MINAS,MG,2148,0.684,8512
3160702,SANTOS DUMONT,MG,46208,0.741,11092
3145703,OLIVEIRA FORTES,MG,2120,0.635,7840
3103306,ARACITABA,MG,2054,0.661,8357
3167905,TABULEIRO,MG,4005,0.681,7435
3141603,MERCES,MG,10415,0.664,6560
3146602,PAIVA,MG,1549,0.72,8198
3155405,RIO NOVO,MG,8737,0.707,7105
3108701,BRAS PIRES,MG,4567,0.625,5070
3102100,ALTO RIO DOCE,MG,11903,0.62,6020
3123304,DORES DO TURVO,MG,4412,0.629,6166
3121506,DESTERRO DO MELO,MG,2986,0.631,7874
3155801,RIO POMBA,MG,17224,0.714,9209
3169000,TOCANTINS,MG,15947,0.688,8290
3151305,PIRAUBA,MG,10821,0.684,6631
3128402,GUARANI,MG,8702,0.677,9713
3167301,SILVEIRANIA,MG,2201,0.652,7431
3165701,SENADOR FIRMINO,MG,7326,0.644,6242
3121902,DIVINESIA,MG,3309,0.657,6468
3305505,SAQUAREMA,RJ,77522,0.709,12746
3302700,MARICA,RJ,135121,0.765,12900
3301850,GUAPIMIRIM,RJ,53527,0.698,9425
3301900,ITABORAI,RJ,222618,0.693,10026
3304904,SAO GONCALO,RJ,1016128,0.739,10342
3305752,TANGUA,RJ,31438,0.654,9458
3304300,RIO BONITO,RJ,56436,0.71,15417
3305802,TERESOPOLIS,RJ,167622,0.73,16875
3300803,CACHOEIRAS DE MACACU,RJ,55139,0.7,16988
3144003,MUTUM,MG,26657,0.644,7758
3303906,PETROPOLIS,RJ,297192,0.745,23858
3536802,PEDRA BELA,SP,5806,0.677,10693
3538204,PINHALZINHO,SP,13425,0.725,10191
3507605,BRAGANCA PAULISTA,SP,150023,0.776,18886
3125101,EXTREMA,MG,30016,0.732,68952
3556354,VARGEM,SP,9077,0.699,8391
3143807,MUNHOZ,MG,6197,0.647,9513
3552106,SOCORRO,SP,37288,0.729,13063
3169109,TOLEDO,MG,5846,0.661,5806
3520202,IGARATA,SP,8913,0.711,12854
3538600,PIRACAIA,SP,25384,0.739,11482
3532405,NAZARE PAULISTA,SP,16717,0.678,12597
3504107,ATIBAIA,SP,128914,0.765,24189
3525508,JOANOPOLIS,SP,11974,0.699,10483
3133600,ITAPEVA,MG,8861,0.72,13816
3110509,CAMANDUCAIA,MG,21162,0.689,12100
3549904,SAO JOSE DOS CAMPOS,SP,643603,0.807,38431
3165578,SENADOR AMARAL,MG,5233,0.661,10969
3110608,CAMBUI,MG,27020,0.751,16307
3107901,BOM REPOUSO,MG,10449,0.653,8649
3500501,AGUAS DE LINDOIA,SP,17438,0.745,11416
3527009,LINDOIA,SP,6912,0.742,12337
3143401,MONTE SIAO,MG,21658,0.724,10871
3146008,OURO FINO,MG,31893,0.722,13653
3134905,JACUTINGA,MG,23341,0.715,13112
3522604,ITAPIRA,SP,69317,0.762,25425
3109105,BUENO BRANDAO,MG,10886,0.658,8984
3101409,ALBERTINA,MG,2924,0.673,14659
3515186,ESPIRITO SANTO DO PINHAL,SP,42123,0.787,18152
3129905,IBITIURA DE MINAS,MG,3395,0.674,10107
3130606,INCONFIDENTES,MG,6973,0.692,7808
3108305,BORDA DA MATA,MG,17523,0.73,8709
3169059,TOCOS DO MOJI,MG,3970,0.696,6413
3124500,ESTIVA,MG,10918,0.691,10950
3152501,POUSO ALEGRE,MG,134215,0.774,23290
3117900,CONGONHAL,MG,10732,0.712,10577
3165800,SENADOR JOSE BENTO,MG,1793,0.684,11578
3556404,VARGEM GRANDE DO SUL,SP,39714,0.737,12438
3500303,AGUAI,SP,32745,0.715,19037
3549102,SAO JOAO DA BOA VISTA,SP,84584,0.797,21239
3548104,SANTO ANTONIO DO JARDIM,SP,5912,0.714,17285
3500402,AGUAS DA PRATA,SP,7653,0.781,29916
3550803,SAO SEBASTIAO DA GRAMA,SP,12046,0.701,14132
3523800,ITOBI,SP,7559,0.717,9236
3524402,JACAREI,SP,214223,0.777,26793
3524907,JAMBEIRO,SP,5554,0.756,132125
3546801,SANTA ISABEL,SP,51467,0.738,15027
3531704,MONTEIRO LOBATO,SP,4197,0.71,12390
3508504,CACAPAVA,SP,86054,0.788,28123
3535606,PARAIBUNA,SP,17446,0.719,12771
3510500,CARAGUATATUBA,SP,104150,0.759,13336
3532306,NATIVIDADE DA SERRA,SP,6637,0.655,7807
3542305,REDENCAO DA SERRA,SP,3847,0.657,10739
3554102,TAUBATE,SP,283899,0.8,35083
3555406,UBATUBA,SP,80604,0.751,11672
3520400,ILHABELA,SP,29308,0.756,12196
3550001,SAO LUIS DO PARAITINGA,SP,10393,0.697,8601
3526308,LAGOINHA,SP,4824,0.693,10636
3513603,CUNHA,SP,21682,0.684,6419
3518404,GUARATINGUETA,SP,113258,0.798,20565
3303807,PARATY,RJ,38740,0.693,16841
3300100,ANGRA DOS REIS,RJ,177101,0.724,60120
3165404,SAPUCAI MIRIM,MG,6360,0.68,7676
3119906,CORREGO DO BOM JESUS,MG,3716,0.692,6072
3147303,PARAISOPOLIS,MG,19664,0.729,16873
3538006,PINDAMONHANGABA,SP,150162,0.773,31822
3554805,TREMEMBE,SP,41915,0.785,9619
3548609,SAO BENTO DO SAPUCAI,SP,10486,0.72,10165
3548203,SANTO ANTONIO DO PINHAL,SP,6510,0.706,9044
3509700,CAMPOS DO JORDAO,SP,48324,0.749,12794
3127404,GONCALVES,MG,4235,0.683,6522
3108909,BRASOPOLIS,MG,14585,0.692,8586
3150901,PIRANGUCU,MG,5254,0.685,7575
3109709,CACHOEIRA DE MINAS,MG,11107,0.706,12897
3118502,CONSOLACAO,MG,1732,0.673,6873
3117801,CONCEICAO DOS OUROS,MG,10609,0.703,12456
3124401,ESPIRITO SANTO DO DOURADO,MG,4470,0.685,9588
3164407,SAO SEBASTIAO DA BELA VISTA,MG,5045,0.692,12082
3159605,SANTA RITA DO SAPUCAI,MG,38734,0.721,21512
3550308,SAO PAULO,SP,11376685,0.805,39451
3509007,CAIEIRAS,SP,88841,0.781,21855
3528502,MAIRIPORA,SP,84104,0.788,14661
3525904,JUNDIAI,SP,377183,0.822,54354
3556503,VARZEA PAULISTA,SP,109247,0.759,15059
3509601,CAMPO LIMPO PAULISTA,SP,75637,0.769,13166
3516408,FRANCO DA ROCHA,SP,135150,0.731,14901
3509205,CAJAMAR,SP,66131,0.728,85811
3516309,FRANCISCO MORATO,SP,157603,0.703,6275
3525201,JARINU,SP,24875,0.733,17907
3551009,SAO VICENTE,SP,336809,0.768,9859
3541000,PRAIA GRANDE,SP,272390,0.754,12159
3548500,SANTOS,SP,419614,0.84,65791
3547809,SANTO ANDRE,SP,680496,0.815,25609
3513504,CUBATAO,SP,120293,0.737,52182
3548708,SAO BERNARDO DO CAMPO,SP,774886,0.805,46496
3513801,DIADEMA,SP,390980,0.757,29154
3522109,ITANHAEM,SP,89332,0.745,10769
3548807,SAO CAETANO DO SUL,SP,150638,0.862,73606
3552502,SUZANO,SP,267583,0.765,21936
3529401,MAUA,SP,425169,0.766,17619
3543303,RIBEIRAO PIRES,SP,114361,0.784,16710
3544103,RIO GRANDE DA SERRA,SP,45014,0.749,11054
3518701,GUARUJA,SP,294669,0.751,14283
3523107,ITAQUAQUECETUBA,SP,329144,0.714,10118
3518800,GUARULHOS,SP,1244518,0.763,30383
3503901,ARUJA,SP,77279,0.784,27342
3507100,BOM JESUS DOS PERDOES,SP,20674,0.713,14155
3515707,FERRAZ DE VASCONCELOS,SP,172222,0.738,9528
3539806,POA,SP,107556,0.771,25909
3551504,SERRANA,SP,39826,0.729,20316
3551405,SERRA AZUL,SP,11832,0.686,7284
3513108,CRAVINHOS,SP,32187,0.756,16452
3507803,BRODOWSKI,SP,21707,0.755,12017
3543402,RIBEIRAO PRETO,SP,619746,0.8,28101
3546256,SANTA CRUZ DA ESPERANCA,SP,1977,0.743,18835
3509403,CAJURU,SP,23763,0.713,12226
3550902,SAO SIMAO,SP,14448,0.766,17276
3553302,TAMBAU,SP,22429,0.731,17500
3547908,SANTO ANTONIO DA ALEGRIA,SP,6386,0.702,16054
3524006,ITUPEVA,SP,47682,0.762,48975
3556701,VINHEDO,SP,66087,0.817,105448
3556206,VALINHOS,SP,110390,0.819,33529
3523404,ITATIBA,SP,104533,0.778,33722
3527306,LOUVEIRA,SP,39122,0.777,239951
3532009,MORUNGABA,SP,12050,0.715,27943
3509502,CAMPINAS,SP,1098630,0.805,33940
3524709,JAGUARIUNA,SP,46533,0.784,69167
3536505,PAULINIA,SP,86800,0.795,98780
3530805,MOGI MIRIM,SP,87266,0.784,31689
3503802,ARTUR NOGUEIRA,SP,45847,0.749,12223
3519055,HOLAMBRA,SP,11917,0.793,45643
3512803,COSMOPOLIS,SP,61013,0.769,17087
3548005,SANTO ANTONIO DE POSSE,SP,21032,0.702,18790
3537107,PEDREIRA,SP,42516,0.769,16709
3554953,TUIUTI,SP,6078,0.728,11466
3531209,MONTE ALEGRE DO SUL,SP,7278,0.759,18088
3551603,SERRA NEGRA,SP,26770,0.767,13713
3503307,ARARAS,SP,121055,0.781,21816
3515152,ENGENHEIRO COELHO,SP,16580,0.732,15240
3512209,CONCHAL,SP,25615,0.708,15724
3526902,LIMEIRA,SP,280096,0.775,24319
3530706,MOGI GUACU,SP,139211,0.774,21309
3557303,ESTIVA GERBI,SP,10224,0.74,19394
5006275,PARAISO DAS AGUAS,MS,4723,0,0
3512308,CONCHAS,SP,16497,0.736,15831
